arquivo,processo_numero,vara,comarca,magistrado_nome,magistrado_genero,magistrado_cargo,assinatura_datahora,assinatura_id_documento,decisao
"08026085620198100053_002_26-06-2024_17-16-03_Ata de audiência com despacho, decisão ou sentença.html",,1ª VARA,PORTO FRANCO,JOSE FRANCISCO DE SOUZA FERNANDES,Masculino,JUIZ DE DIREITO,26/06/2024 17:16:03,122790022,DEFIRO
08026187420258100026_000_11-08-2025_19-11-44_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,11/08/2025 19:11:44,156611442,EXTINTO
08026187420258100026_001_30-06-2025_15-19-59_Ata de audiência no CEJUSC.html,,,BALSAS,RAFAELLA PINHEIRO MOREIRA,Indeterminado,,30/06/2025 15:19:59,152950624,
"08026431320228100117_000_10-06-2025_13-15-37_Ata de audiência com despacho, decisão ou sentença.html",0802643-13.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,10/06/2025 13:15:37,150703922,PROCEDENTE
08026686320228100040_000_15-10-2025_09-37-21_Despacho.html,,5ª VARA,IMPERATRIZ,FREDERICO FEITOSA DE OLIVEIRA,Masculino,Juiz de Direito,15/10/2025 09:37:21,162910291,PROCEDENTE
08026773220218100049_001_26-07-2024_10-28-10_Sentença.html,0802677-32.2021.8.10.0049,,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,26/07/2024 10:28:10,125048574,PROCEDENTE
"08026773220218100049_002_01-07-2024_17-51-30_Ata de audiência com despacho, decisão ou sentença.html",0802677-32.2021.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,01/07/2024 17:51:30,123056419,
"08026773220218100049_003_29-05-2024_15-25-31_Ata de audiência com despacho, decisão ou sentença.html",0802677-32.2021.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,29/05/2024 15:25:30,120546280,
08027012320218100029_000_30-01-2024_21-18-47_Sentença.html,0802701-23.2021.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,JUIZ,30/01/2024 21:18:47,106735904,EXTINTO
08027522920248100029_002_16-05-2024_17-10-31_Sentença.html,,,CAXIAS,MARCOS AURELIO VELOSO DE OLIVEIRA SILVA,Masculino,Juiz,16/05/2024 17:10:31,119328628,DEFIRO
08027562220178100026_000_01-09-2025_08-36-30_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,01/09/2025 08:36:30,157829067,EXTINTO
08027747820198100024_001_29-01-2025_10-58-05_Sentença.html,0802774-78.2019.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,29/01/2025 10:58:05,139474031,DEFIRO
08028248720238100049_000_14-11-2024_12-14-07_Sentença.html,0802824-87.2023.8.10.0049,,,LEWMAN DE MOURA SILVA,Feminino,Juíza de Direito,14/11/2024 12:14:07,134643907,PROCEDENTE
"08028248720238100049_001_10-10-2024_13-54-42_Ata de audiência com despacho, decisão ou sentença.html",0802824-87.2023.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,10/10/2024 13:54:41,131634568,
08028604420188100037_000_12-04-2024_08-30-58_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,12/04/2024 08:30:58,116693706,EXTINTO
08028999020228100040_000_02-09-2024_12-06-41_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Indeterminado,,02/09/2024 12:06:41,128171990,
08029166720248100037_000_12-08-2024_10-29-41_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,12/08/2024 10:29:40,126388141,DEFIRO
08029625620248100037_000_12-08-2024_10-29-35_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,12/08/2024 10:29:35,126385893,DEFIRO
08029707620188100026_002_29-01-2024_19-46-21_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,29/01/2024 19:46:21,110694421,
08029857920178100026_001_17-08-2024_16-26-01_Sentença.html,,2ª Vara,Balsas-MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz,17/08/2024 16:26:01,126934090,PROCEDENTE
08030122320218100026_000_22-08-2024_18-04-20_Sentença.html,,2ª Vara,Balsas-MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz,22/08/2024 18:04:20,127410154,PROCEDENTE
08030255620208100026_000_14-08-2025_15-29-23_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,14/08/2025 15:29:23,157237806,HOMOLOGO
08030373120218100060_003_08-02-2024_15-47-56_Sentença.html,0803037-31.2021.8.10.0060,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,08/02/2024 15:47:56,111575819,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08030594720248100040_003_02-05-2024_17-07-41_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,02/05/2024 17:07:41,118278339,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08030785320248100040_000_09-05-2024_09-09-48_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,09/05/2024 09:09:47,118771126,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08031367420198100026_000_21-10-2025_21-50-14_Sentença.html,0802265-10.2020.8.10.0026,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,21/10/2025 21:50:14,163704856,
08031367420198100026_001_03-09-2025_15-23-22_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,03/09/2025 15:23:22,158965899,
08031566520198100026_001_18-08-2024_16-00-06_Sentença.html,,2ª Vara,Balsas-MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz,18/08/2024 16:00:06,126942602,PROCEDENTE
08031699220198100049_000_07-11-2024_13-59-18_Sentença.html,0803169-92.2019.8.10.0049,,,LEWMAN DE MOURA SILVA,Feminino,Juíza de Direito,07/11/2024 13:59:18,133957897,PROCEDENTE
"08031699220198100049_002_15-07-2024_12-33-59_Ata de audiência com despacho, decisão ou sentença.html",0803169-92.2019.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,15/07/2024 12:33:59,124174535,
08031995720238100027_000_19-02-2024_17-12-30_Sentença.html,,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz,19/02/2024 17:12:29,112187277,EXTINTO
08032048720208100026_004_18-01-2025_17-53-25_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,18/01/2025 17:53:25,138767078,PROCEDENTE
08032713420258100040_000_20-05-2025_16-27-43_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,20/05/2025 16:27:43,149046161,EXTINTO
08032812020218100040_000_13-03-2024_11-19-00_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,13/03/2024 11:19:00,114319846,PROCEDENTE
"08032812020218100040_001_25-01-2024_08-52-28_Ata de audiência com despacho, decisão ou sentença.html",0803281-20.2021.8.10.0040,4ª VARA,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,25/01/2024 08:52:28,110436260,
08033408020178100029_000_06-05-2025_15-05-15_Sentença.html,0803340-80.2017.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,06/05/2025 15:05:15,146633907,PROCEDENTE
08033748320258100026_000_06-08-2025_11-23-09_Sentença.html,1.,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,06/08/2025 11:23:09,156552847,
08034313020198100053_000_29-05-2025_15-31-34_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,29/05/2025 15:31:34,150070771,PROCEDENTE
08034864920218100040_000_18-02-2025_15-41-03_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,18/02/2025 15:41:03,141637332,
"08034864920218100040_001_18-02-2025_14-14-59_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,Imperatriz,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,18/02/2025 14:14:59,141609998,
08035336620248100024_000_02-04-2025_15-48-59_Sentença.html,0803533-66.2024.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,02/04/2025 15:48:59,142726664,EXTINTO
08036430320238100056_000_07-01-2025_09-43-07_Sentença.html,0803643-03.2023.8.10.0056,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,07/01/2025 09:43:07,137894036,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08036521320238100040_000_13-08-2024_09-15-56_Sentença.html,,5ª VARA,IMPERATRIZ,FREDERICO FEITOSA DE OLIVEIRA,Masculino,Juiz de Direito,13/08/2024 09:15:56,126489993,EXTINTO
08037488620238100053_001_07-10-2025_14-11-03_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,07/10/2025 14:11:03,162322738,PROCEDENTE
08037512520238100026_000_18-01-2025_21-15-53_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,18/01/2025 21:15:52,138767911,PROCEDENTE
08037885920238100056_002_07-03-2024_17-01-23_Sentença.html,0803788-59.2023.8.10.0056,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Indeterminado,,07/03/2024 17:01:22,113954604,PROCEDENTE
08037894420238100056_000_26-02-2024_10-56-21_Sentença.html,,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,26/02/2024 10:56:21,112952492,DEFIRO
08038367120248100027_001_28-03-2025_18-23-35_Sentença.html,0803836-71.2024.8.10.0027,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz de Direito,28/03/2025 18:23:35,143822219,EXTINTO
08038647720228100037_000_20-05-2025_19-35-21_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,20/05/2025 19:35:21,149198452,
08038687920248100026_000_01-08-2025_11-37-04_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,01/08/2025 11:37:03,155410926,IMPROCEDENTE
08038713920188100060_001_20-03-2024_11-52-43_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,20/03/2024 11:52:43,115001380,DEFIRO
"08038713920188100060_003_25-10-2022_09-26-25_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza de Direito,25/10/2022 09:25:53,78675879,
08041459620188100029_000_11-02-2025_17-00-11_Sentença.html,,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,11/02/2025 17:00:11,138953109,EXTINTO
08041658620248100026_002_10-09-2025_14-31-33_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,10/09/2025 14:31:33,159846211,
08041658620248100026_003_11-07-2025_09-29-31_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,11/07/2025 09:29:31,154179074,IMPROCEDENTE
08041658620248100026_004_06-03-2025_09-28-11_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,06/03/2025 09:28:11,142544244,
08041658620248100026_005_18-11-2024_09-54-41_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,18/11/2024 09:54:41,134822130,
08041658620248100026_007_05-08-2024_11-49-35_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,05/08/2024 11:49:35,125781329,
08041866920188100027_000_02-12-2024_19-37-23_Sentença.html,,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz de Direito,02/12/2024 19:37:23,135876114,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08041895720238100024_000_02-09-2025_15-28-50_Sentença.html,,2ª vara,,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz de direito,02/09/2025 15:28:50,159071209,PROCEDENTE
08042041420248100049_000_14-10-2025_21-30-19_Sentença.html,0804204-14.2024.8.10.0049,,,PEDRO HENRIQUE HOLANDA PASCOAL,Masculino,Juiz,14/10/2025 21:30:18,163021651,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08042691420218100049_000_23-01-2024_15-10-54_Sentença.html,,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,23/01/2024 15:10:54,110357588,PROCEDENTE
"08042691420218100049_001_31-10-2023_23-19-07_Ata de audiência com despacho, decisão ou sentença.html",0804269-14.2021.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,31/10/2023 23:19:07,105235446,
08043809120238100060_000_26-10-2024_06-14-21_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,26/10/2024 06:14:21,133040849,HOMOLOGO
08044092220248100056_006_06-02-2025_11-34-02_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,06/02/2025 11:34:01,140524213,DEFIRO
08044767720218100060_000_26-09-2025_14-01-44_Sentença.html,0804476-77.2021.8.10.0060,1ª Vara,Timon,GISA FERNANDA NERY MENDONCA BENICIO,Feminino,Juíza de Direito,26/09/2025 14:01:44,161231182,PROCEDENTE
08045299820238100024_000_29-10-2025_11-58-48_Decisão.html,,,BACABAL,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Indeterminado,,29/10/2025 11:58:48,163987074,PROCEDENTE
08045344220228100029_001_20-06-2024_19-39-41_Sentença.html,0804534-42.2022.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,,20/06/2024 19:39:41,117655155,PROCEDENTE
08045572620248100026_000_01-04-2025_09-30-53_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,01/04/2025 09:30:53,145036563,HOMOLOGO
08045572620248100026_001_24-03-2025_11-31-02_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,24/03/2025 11:31:02,144168897,
08045572620248100026_011_16-09-2024_11-19-48_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,16/09/2024 11:19:48,129402671,
08045976320248100040_000_28-08-2025_11-08-52_Sentença.html,,1ª VARA,,CYNARA ELISA GAMA FREIRE,Feminino,JUÍZA,28/08/2025 11:08:52,158430492,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08045982720238100026_000_20-10-2025_16-17-36_Sentença.html,,2ªvara,Balsas,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,20/10/2025 16:17:36,163551871,
08045982720238100026_001_02-07-2025_18-51-44_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,02/07/2025 18:51:44,153115373,
08046265820248100026_001_06-11-2024_16-15-49_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,06/11/2024 16:15:49,133926971,PROCEDENTE
08046730820198100026_000_09-04-2024_09-23-18_Decisão.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,09/04/2024 09:23:18,116071508,
08046730820198100026_001_28-07-2023_11-40-04_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,28/07/2023 11:40:03,97160545,
08046802520188100029_001_17-02-2025_19-26-19_Sentença.html,0804680-25.2018.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,17/02/2025 19:26:19,141222841,PROCEDENTE
08046895520258100024_000_24-06-2025_12-17-42_Sentença.html,,2ª Vara,BACABAL,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz de Direito,24/06/2025 12:17:42,152166293,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08047336420228100029_000_08-08-2024_14-34-18_Sentença.html,0804733-64.2022.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,,08/08/2024 14:34:18,125893433,PROCEDENTE
08047431720188100040_000_24-06-2024_17-32-10_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,24/06/2024 17:32:10,122531154,DEFIRO
08047594220178100060_001_24-04-2025_09-58-20_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,24/04/2025 09:58:20,146862602,
"08047594220178100060_002_09-04-2025_10-09-01_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,Timon,SUSI PONTE DE ALMEIDA,Feminino,Juíza de Direito,09/04/2025 10:09:01,145840424,
08047991620238100027_000_21-03-2024_15-31-06_Sentença.html,0804799-16.2023.8.10.0027.,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz de Direito,21/03/2024 15:31:06,115130882,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08048269620198100040_001_20-08-2024_11-51-17_Sentença.html,,2ª Vara,Imperatriz,ADOLFO PIRES DA FONSECA NETO,Masculino,Juiz,20/08/2024 11:51:17,127113943,PROCEDENTE
08048495120238100024_000_22-08-2025_09-36-22_Sentença.html,,2ª vara,,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz de direito,22/08/2025 09:36:22,158077247,PROCEDENTE
08049097320238100040_011_21-08-2024_17-31-58_Sentença.html,,5ª VARA,IMPERATRIZ,FREDERICO FEITOSA DE OLIVEIRA,Masculino,Juiz de Direito,21/08/2024 17:31:58,127269193,PROCEDENTE
08049496320248100026_000_12-03-2025_17-42-18_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,12/03/2025 17:42:18,143086583,PROCEDENTE
08049605820258100026_000_22-10-2025_17-12-05_Sentença.html,,2ª Vara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,22/10/2025 17:12:05,163811260,DEFIRO
08049663620208100060_002_21-08-2024_22-02-20_Sentença.html,0804966-36.2020.8.10.0060,1ª VARA,,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza de Direito,21/08/2024 22:02:19,126766966,IMPROCEDENTE
08049663620208100060_003_23-06-2024_11-04-21_Sentença.html,0804966-36.2020.8.10.0060,1ª VARA,,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza de Direito,23/06/2024 11:04:21,122141540,
"08049663620208100060_005_14-03-2024_16-39-05_Ata de audiência com despacho, decisão ou sentença.html",0804966-36.2020.8.10.0060,1ª VARA,TIMON,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Indeterminado,,14/03/2024 16:39:05,114499359,DEFIRO
08049663620208100060_009_03-11-2023_17-02-13_Sentença.html,0804966-36.2020.8.10.0060,1ª VARA,,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza de Direito,03/11/2023 17:02:13,105473521,EXTINTO
08050154820218100026_002_19-08-2024_22-49-08_Sentença.html,,2ª Vara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,19/08/2024 22:49:08,127076239,PROCEDENTE
08050396820208100040_000_30-08-2024_14-37-39_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,30/08/2024 14:37:39,128056399,PROCEDENTE
08050531320248100040_002_09-09-2024_19-12-44_Sentença.html,,2ª Vara,,ADOLFO PIRES DA FONSECA NETO,Indeterminado,,09/09/2024 19:12:44,128861873,EXTINTO
08051314120238100040_000_02-10-2025_13-43-04_Sentença.html,,5ª VARA,IMPERATRIZ,FREDERICO FEITOSA DE OLIVEIRA,Masculino,Juiz de Direito,02/10/2025 13:43:04,161975417,EXTINTO
08051328920248100040_000_23-10-2025_14-53-13_Sentença.html,,1ª Vara,,CYNARA ELISA GAMA FREIRE,Feminino,Juíza,23/10/2025 14:53:13,163915778,
"08052268420218100026_000_24-10-2024_13-41-27_Ata de audiência com despacho, decisão ou sentença.html",,1ª Vara,Balsas,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,24/10/2024 13:41:27,132861205,
08053511820198100060_000_23-02-2024_14-41-53_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,23/02/2024 14:41:53,112802502,
"08053511820198100060_001_19-06-2023_09-38-03_Ata de audiência com despacho, decisão ou sentença.html",0805351-18.2019.8.10.0060,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza de Direito,19/06/2023 09:38:03,94872584,
08054054820178100029_000_27-06-2025_22-34-11_Sentença.html,,,CAXIAS,LYANNE POMPEU DE SOUSA BRASIL,Masculino,JUIZ,27/06/2025 22:34:11,152831707,PROCEDENTE
08054085620248100029_000_11-11-2024_16-24-24_Sentença.html,0805408-56.2024.8.10.0029,4ª VARA,CAXIAS,ADRIANO CESAR OLIVEIRA NOBREGA,Masculino,Juiz de Direito,11/11/2024 16:24:24,134360755,HOMOLOGO
08054107920228100034_000_31-05-2024_11-22-14_Decisão.html,,2ª Vara,CODÓ,CARLOS EDUARDO DE ARRUDA MONTALVERNE,Masculino,Juiz de Direito,31/05/2024 11:22:14,111694014,EXTINTO
08054310620248100060_000_22-06-2024_06-36-26_Sentença.html,0805431-06.2024.8.10.0060,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,22/06/2024 06:36:26,122389436,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08055007720238100026_000_09-09-2024_16-32-43_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,09/09/2024 16:32:43,128854418,PROCEDENTE
08055069420228100034_000_13-02-2025_15-16-49_Sentença.html,.,2ª VARA,CODÓ - MA,JOAO BATISTA COELHO NETO,Masculino,Juiz de Direito,13/02/2025 15:16:49,141262558,PROCEDENTE
08055526820238100060_000_25-06-2025_07-54-34_Despacho.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,25/06/2025 07:54:34,151943632,DEFIRO
08055936020258100029_000_09-09-2025_09-18-13_Sentença.html,,,CAXIAS,JOAO PAULO MELLO,Masculino,Juiz de Direito,09/09/2025 09:18:13,159572334,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08057270420198100060_002_14-04-2025_18-34-04_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,14/04/2025 18:34:04,146239938,
08058376120238100060_000_04-07-2024_20-07-11_Sentença.html,0801701-89.2021.8.10.0060,2ª Vara,,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza de Direito,04/07/2024 20:07:11,123340268,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08058407920248100060_000_12-08-2025_11-32-13_Sentença.html,0805840-79.2024.8.10.0060,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,12/08/2025 11:32:13,156981961,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08058425420248100026_001_27-05-2025_13-20-51_Sentença.html,,,Balsas,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,27/05/2025 13:20:51,149678275,PROCEDENTE
08058466220228100026_000_04-09-2024_03-41-05_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,04/09/2024 03:41:04,128403201,PROCEDENTE
08059935120198100040_000_12-02-2025_09-58-06_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,12/02/2025 09:58:06,140959944,PROCEDENTE
08060612920228100029_001_02-09-2025_15-48-58_Sentença.html,0806061-29.2022.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,02/09/2025 15:48:58,157026366,IMPROCEDENTE
08060612920228100029_002_30-01-2025_16-25-39_Sentença.html,0806061-29.2022.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,30/01/2025 16:25:39,131511819,
"08060612920228100029_004_12-04-2024_10-33-22_Ata de audiência com despacho, decisão ou sentença.html",0806061-29.2022.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz,12/04/2024 10:33:21,116611728,
"08060612920228100029_005_10-04-2024_11-48-33_Ata de audiência com despacho, decisão ou sentença.html",0806061-29.2022.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz,10/04/2024 11:48:33,115907163,
08062181120228100026_000_18-02-2025_14-13-16_Despacho.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,18/02/2025 14:13:16,141564277,PROCEDENTE
08062181120228100026_001_04-02-2025_16-53-12_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,04/02/2025 16:53:12,140125359,
08062942620228100029_000_08-05-2024_11-49-40_Sentença.html,0806294-26.2022.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,,08/05/2024 11:49:40,116985225,PROCEDENTE
08062983820238100026_002_20-08-2024_08-59-19_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,20/08/2024 08:59:19,126979647,HOMOLOGO
08062983820238100026_004_05-04-2024_15-52-30_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,05/04/2024 15:52:30,116170845,
08063005220218100034_000_28-08-2024_14-59-58_Sentença.html,0806300-52.2021.8.10.0034,,,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,28/08/2024 14:59:57,127847561,PROCEDENTE
"08063005220218100034_001_23-03-2024_12-06-03_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,,CARLOS EDUARDO DE ARRUDA MONTALVERNE,Masculino,Juiz,23/03/2024 12:06:03,114568487,
08063222320248100029_000_09-06-2024_20-32-52_Sentença.html,0806322-23.2024.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,09/06/2024 20:32:52,120756452,EXTINTO
08063952920238100029_001_19-08-2025_16-28-05_Sentença.html,,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,19/08/2025 16:28:05,156989268,PROCEDENTE
08064739020248100060_000_19-08-2024_10-26-26_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,19/08/2024 10:26:26,126756932,EXTINTO SEM RESOLUÇÃO DE MÉRITO
